Text,Source,Label,URL
"Há uma nova legislação, um novo decreto-lei para tornar mais cuidadoso o processo de selecção das candidaturas à nacionalidade portuguesa. Parece-me muito razoável. Uma versão anterior ia no sentido contrário: bastava comprar um imóvel e já era possível.","Francisco Louçã, no dia 18 de Março, na SICN",0,https://www.publico.pt/2022/03/25/politica/noticia/bastava-comprar-imovel-obter-nacionalidade-portuguesa-2000162
"“O que eu sei é que no Booking , Coimbra já esgotou capacidade de alojamento para dia 17 Maio.”","Francisco Veiga, vice-presidente da Câmara Municipal de Coimbra, à RTP.",1,https://www.publico.pt/2022/08/26/fugas/noticia/booking-ja-esgotou-coimbra-causa-coldplay-vicepresidente-camara-2018409
"“Entre tantos, Rui Tavares foi escolhido para a telescola, destilando ideologia e transformando alunos em cobaias do socialismo. Nem disfarçam. Uma aviltante e ignóbil revolução cultural em marcha que pais sem recursos não podem evitar. Política travestida de educação. Miséria”","Nuno Melo, Twitter, 4 de Maio de 2020",0,https://www.publico.pt/2020/05/06/politica/noticia/rui-tavares-transforma-alunos-cobaias-socialismo-1915330
"“Só naqueles 7 mil hectares [no perímetro de rega do Mira] temos 15% da exportação nacional de frutas, legumes e flores”","António Costa, primeiro-ministro, durante debate parlamentar de dia 12 de Maio",0,https://www.publico.pt/2021/05/14/economia/noticia/odemira-exporta-200-milhoes-euros-fileira-frutas-legumes-flores-1962574
“Apenas oito países têm ainda práticas tauromáquicas”,Cristina Rodrigues,1,https://www.publico.pt/2021/09/03/politica/noticia/so-oito-paises-touradas-1976186
“O salário mínimo nacional tem já uma perda de 50 euros desde o início do ano.”,"João Ferreira, dirigente do PCP e vereador na Câmara Municipal de Lisboa",1,https://www.publico.pt/2022/09/09/economia/noticia/salario-minimo-ja-perdeu-50-euros-desde-inicio-ano-2019993
"“O primeiro trimestre de 2021 fixou um novo máximo de investimento empresarial, pelo menos, desde 1999, início da série estatística”","António Costa, primeiro-ministro",1,https://www.publico.pt/2021/07/22/economia/noticia/investimento-privado-atingiu-novo-maximo-historico-trimestre-2021-1971405
"“A taxa de positividade [em Portugal] quase duplicou desde a última revisão” Ministro dos Transportes britânico, Grant Schapps",O contexto,0,https://www.publico.pt/2021/06/05/sociedade/noticia/taxa-positividade-testes-covid9-duplicou-portugal-1965377
"“Hoje, aqui no fim do jogo, somos campeões e a melhor equipa de sempre em termos de resultados”","

Rúben Amorim, treinador do Sporting                


Partilhar citação




Partilhar no Facebook





Partilhar no Twitter",1,https://www.publico.pt/2021/05/13/desporto/noticia/sporting-ruben-amorim-melhor-classificacao-1962436
"“Aparentemente [a BA.2, uma linhagem da Ómicron] será um bocadinho mais transmissível e aparentemente poderá ser ligeiramente mais agressiva.”","Graça Freitas, directora-geral da Saúde, numa conferência de imprensa esta sexta-feira",1,https://www.publico.pt/2022/02/26/ciencia/noticia/linhagem-ba2-transmissivel-podera-ligeiramente-agressiva-omicron-original-1996871
"Os críticos neoliberais do Serviço Nacional de Saúde (SNS) dizem que é um problema de gestão. Mas vemos que não é um problema de gestão, é de falta de recursos. A Alemanha gasta 9% do PIB em Saúde. Nós só gastamos 6% do PIB. O que é que faríamos, se tivéssemos a capacidade de gastar 9% no reforço do SNS? (...) A fantasia dos seguros não serve a saúde pública​.",Ana Gomes no debate presidencial de 12 de Janeiro de 2021,1,https://www.publico.pt/2021/01/14/politica/noticia/alemanha-gasta-dinheiro-saude-portugal-ana-gomes-1946203
"“Posso anunciar que, já na próxima segunda-feira, a nova descida do ISP permitirá baixar a carga fiscal em 20 cêntimos por litro, o que permitirá reduzir 62% do aumento do preço da gasolina e 42% do aumento do preço do gasóleo sofrido pelos consumidores desde Outubro”","António Costa, primeiro-ministrodia 28 de Abril",0,https://www.publico.pt/2022/05/06/politica/noticia/baixa-isp-permitiu-reduzir-62-aumento-preco-gasolina-2005145
"Vídeo de Zelensky a anunciar rendição da Ucrânia é verdadeiro.
A deepfake of Ukrainian President Volodymyr Zelensky calling on his soldiers to lay down their weapons was reportedly uploaded to a hacked Ukrainian news website today, per @Shayan86 pic.twitter.com/tXLrYECGY4
No vídeo, que chegou a estar disponível site do canal de televisão nacional Ukraine 24 e a ser transmitido, por breves instantes na emissão em directo, Zelensky parecia apelar para que todos os militares e civis que defendem o território largassem as armas e se rendessem a Moscovo.",twitter,0,https://www.publico.pt/2022/03/17/mundo/noticia/video-zelenskii-anunciar-rendicao-ucrania-verdadeiro-1999129
"“O rendimento per capita português cresceu mais do que 4%, ano a ano, desde 2015. Nunca esta sequência de crescimentos anuais se tinha verificado em Portugal” Mário Centeno, em entrevista à Lusa",NONE,1,https://www.publico.pt/2019/09/28/politica/noticia/verdade-rendimento-cresceu-portugal-1888177
"A frase foi dita por Catarina Martins na terça-feira, no frente-a-frente com a líder do CDS, Assunção Cristas, na RTP3. Estava a discutir-se a política energética em Portugal e a líder do BE disse esta frase como justificação para o facto de ser contra a construção de novas barragens.",Como Catarina,0,https://www.publico.pt/2019/09/05/politica/noticia/evaporacao-agua-barragens-problema-complicado-1885673
“Deve pagar os portes de envio e preencher a sua morada para o receber”,E-mail que tem circulado com uma conta de endereço electrónico intitulada CTTencomenda,0,https://www.publico.pt/2022/11/22/sociedade/noticia/email-ctt-pedido-pagamento-2-euros-verdadeiro-2028767
"""Temos hoje um valor de Rendimento Social de Inserção (RSI) extraordinariamente elevado. Estamos a falar de mais de 300 milhões por ano. Só para as pessoas terem uma ideia é um terço, é um bocadinho mais do que um terço de todos os salários da Administração Pública.”","André Ventura, no frente-a-frente com João Cotrim de Figueiredo, domingo à noite na CNN Portugal",0,https://www.publico.pt/2022/01/10/politica/noticia/despesa-rsi-terco-salarios-administracao-publica-1991343
“Eu não consigo explicar aos cidadãos europeus porque estamos a exportar vacinas para países que estão a produzir e não enviam nada”.,"Ursula von der Leyen, 18 de Março de 2021",1,https://www.publico.pt/2021/03/19/mundo/noticia/verdade-ue-exporta-vacinas-paises-estao-produzir-nao-enviam-nada-1955215
"Vladimir Putin declarou a lei marcial na Rússia num discurso esta segunda-feira.
In #Russia, several radio stations and even local TV networks appear to have been hacked to broadcast a deep fake address allegedly by president Putin.This fake address announced mass mobilisation and introduced martial law in border regions.1/2pic.twitter.com/Z79Jqjil6W
O conteúdo surge numa altura em que as autoridades russas têm reportado uma intensificação das investidas ucranianas nos territórios próximas à fronteira com a Ucrânia — em que se incluem Kursk, Belgorod e Bryansk. Os combates na região foram noticiados numa reportagem do The New York Times, que entrevistou a população de Belgorod e confirmou os ataques aéreos perpetrados por milícias aliadas aos ucranianos nas povoações fronteiriças principalmente desde Maio deste ano.",twitter,0,https://www.publico.pt/2023/06/07/mundo/noticia/vladimir-putin-declarou-lei-marcial-russia-discurso-segundafeira-2052541
"“Se olharem para aquilo que vale o ouro em termos de exportações russas, tem alguma relevância”.","Ministro dos Negócios Estrangeiros, João Gomes Cravinho, no final da reunião de ministros dos Negócios Estrangeiros da União Europeia, esta segunda-feira, em Bruxelas.",1,https://www.publico.pt/2022/07/19/politica/noticia/exportacao-ouro-relevante-balanca-comercial-russia-joao-gomes-cravinho-2014249
"A imagem do aperto de mão entre Le Pen e Putin é verdadeira.
Tendo em conta que a guerra na Ucrânia rebentou em plena pré-campanha eleitoral para as eleições francesas, o gesto é encarado como uma potencial fraqueza por parte da líder de extrema-direita. O tweet gera controvérsia pela proximidade entre o Presidente russo e Marine Le Pen.
Esta quarta-feira, o grupo que reivindicou o ciberataque da passada sexta-feira ao Kremlin publicou um tweet de uma imagem em que Marine Le Pen, rosto da extrema-direita francesa, e Vladimir Putin surgem a apertar a mão.",,1,https://www.publico.pt/2022/03/03/mundo/noticia/imagem-aperto-mao-le-pen-putin-verdadeira-1997468
Há regiões do país em que o salário médio está em 900 e 800 euros por mês.,"Catarina Martins, coordenadora do BE, em entrevista à RTP no dia 17",1,https://www.publico.pt/2021/11/19/politica/noticia/salario-medio-regioes-pais-apenas-800-euros-1985591
"O relatório chocante, publicado hoje, descreve até onde vai o TikTok na recolha de dados pessoais dos seus utilizadores, que alguns receiam que sejam utilizados pela China para ciber-espionagem",,1,https://www.publico.pt/2022/07/22/tecnologia/noticia/tiktok-envia-informacao-privada-utilizadores-china-2014700
A frase“Não há nada de extraordinário [na Lotaria do Património]. Portugal está a fazer exactamente o que outros Estados-membros fizeram”.,"Graça Fonseca, Ministra da Cultura",1,https://www.publico.pt/2021/05/22/culturaipsilon/noticia/ha-paises-ue-financiem-patrimonio-lotaria-1963598
“Um Presidente não pode exonerar ministros sem ser sob proposta do primeiro-ministro”,,1,https://www.publico.pt/2021/01/09/politica/noticia/presidente-demitir-ministros-1945558
“O Brasil tem uma taxa de infecção muito inferior à portuguesa em função da população”,José Miguel Júdice,0,https://www.publico.pt/2021/06/23/sociedade/noticia/brasil-taxa-infeccao-inferior-portuguesa-funcao-populacao-1967607
“Em 47 anos de democracia nunca nenhum orçamento foi chumbado.”,"Marques Mendes, comentador da SIC e ex-líder do PSD",1,https://www.publico.pt/2021/10/23/politica/noticia/47-anos-democracia-orcamento-chumbado-1982112
“Não há mais nenhum ministro nos últimos 50 anos que se possa gabar de ter deixado as suas funções com a TAP e a CP a darem lucro”,"Pedro Nuno Santos, ex-ministro das Infra-estruturas, na Comissão Parlamentar de Economia",1,https://www.publico.pt/2023/06/06/economia/noticia/ultimos-50-anos-ministro-deixou-funcoes-tap-cp-darem-lucro-pedro-nuno-santos-2052432
A Pfizer não testou se a sua vacina de ARN-mensageiro contra a covid-19 impedia a transmissão entre as pessoas antes da sua entrada no mercado.,,0,https://www.publico.pt/2022/10/17/ciencia/noticia/pfizer-testar-vacina-impedia-transmissao-covid19-2024314
"“Com o socialismo, as desigualdades aumentaram e a taxa de risco de pobreza antes de prestações sociais foi em 2019 de 43%, quando em 1995 era de 37%.”",Luís Montenegro,0,https://www.publico.pt/2022/04/08/politica/noticia/socialismo-desigualdades-aumentaram-2001869
"“A condecoração, até aos 50 anos do 25 de Abril, de todos os militares que o fizeram é uma justiça ainda não cabalmente prestada, iniciada pelo Presidente Ramalho Eanes, continuada pelo Presidente Mário Soares e a seguir, pelo Presidente Jorge Sampaio, mas conheceu uma descontinuidade e o seu reatamento, em 2021”.","Marcelo Rebelo de Sousa, Presidente da República",1,https://www.publico.pt/2021/03/06/politica/noticia/verdade-cavaco-silva-nao-condecorou-militar-abril-1953291
"“Todos os anos se acumulam muitas encomendas não reclamadas nos correios. De acordo com as regras, a CTT pode deitar fora estas encomendas, mas distribui as encomendas aleatórias por apenas 1,95 euros. Pode facilmente ganhar um iPhone, qualquer aparelho de cozinha, tal como um aspirador, e outros artigos.”",O contexto,0,https://www.publico.pt/2023/01/05/tecnologia/noticia/paletes-iphones-estao-vendidas-ctt-195-euros-2033859
"Uma rapariga ucraniana de oito anos confronta um soldado russo, dizendo-lhe para voltar para o seu país. Isto é coragem...",twitter,0,https://www.publico.pt/2022/03/16/mundo/noticia/foto-menina-confrontar-soldado-russo-tirada-ucrania-1998990
"“Isto é uma flagrante injustiça face à generalidade dos partidos portugueses e, em especial, aos dois que referi [PCP e BE], onde a concentração de poderes predomina há décadas sem uma palavra do Tribunal Constitucional.”","André Ventura, presidente do Chega",0,https://www.publico.pt/2022/11/16/politica/noticia/ha-concentracao-poderes-figura-lideres-be-pcp-andre-ventura-2028012
"“O salário mínimo, desde 2016 até agora, já subiu 39,6%”",António Costa,0,https://www.publico.pt/2021/11/12/politica/noticia/salario-minimo-subiu-39-desde-2016-ate-1984740
"“A crise política começou com uma não aprovação de um orçamento, mas não teve a ver com dificuldades orçamentais, nem as questões que estavam em cima da mesa resultavam do que estava associado a um orçamento”","João Leão, ministro das Finanças, na abertura da Money Conference",1,https://www.publico.pt/2021/11/05/politica/noticia/actual-crise-nao-origem-questoes-financeiras-orcamentais-1983813
"“O Chega teve um crescimento que nunca se viu, nem nos anos 80. É um crescimento que nunca se viu na sociedade portuguesa: passar de 1,3% para 12%, praticamente.”",O contexto,0,https://www.publico.pt/2021/05/29/politica/noticia/chega-cresceu-viu-portugal-1964313
"""[Carlos Moedas] vai criar um suposto gabinete anticorrupção quando já tinha atribuído um pelouro com essas funções""",Excerto de um comunicado do grupo de vereadores do PS na Câmara de Lisboa,1,https://www.publico.pt/2023/01/20/local/noticia/moedas-vai-criar-departamento-anticorrupcao-ja-pelouro-funcao-2035874
“Vamos fazer a maior compra da história da CP”,"Pedro Nuno Santos, ministro das Infra-Estruturas e Habitação",1,https://www.publico.pt/2021/07/16/economia/noticia/governo-vai-maior-compra-historia-cp-1970632
"“O sucedido também resulta de uma lei de 1974, totalmente desactualizada, e por isso o Governo está a trabalhar no sentido de promover uma nova proposta para promover uma actualização da lei relativa ao direito de manifestação​.”","José Luís Carneiro, secretário-geral-adjunto do PS",0,https://www.publico.pt/2021/06/15/politica/noticia/verdade-lei-1974-obriga-enviar-dados-pessoais-manifestantes-embaixadas-1966601
"“Estamos a escrever para solicitar urgentemente que o 5G seja implementado em todo o país, excepto a cerca de 2 milhas [3.2 quilómetros] das pistas dos aeroportos” (...) “[Devem ser tomadas medidas para que as torres de 5G não estejam] demasiado próximas das pistas do aeroporto até que a FAA [Federal Aviation Administration] possa determinar como isso pode ser realizado em segurança sem perturbações catastróficas.”","Carta conjunta enviada à Casa Branca a 17 de Janeiro, assinada pelo grupo comercial Airlines for America, pelos presidentes executivos das companhias American Airlines, Delta Air Lines, United Airlines, Southwest Airlines e Jet Blue, e pelos líderes dos serviços de transportes UPS e FedEx,",1,https://www.publico.pt/2022/01/28/tecnologia/noticia/redes-5g-podem-causar-problemas-avioes-eua-1993529
"“Esta proposta do Bloco de Esquerda que foi aprovada com os votos do PSD representa a quebra de um compromisso assumido pelo Estado português, a quebra de um contrato, e acaba, no nosso ponto de vista, por ser uma bomba atómica na confiança do sistema financeiro”",,0,https://www.publico.pt/2020/12/05/politica/noticia/parlamento-quebrou-contrato-novo-banco-1941832
"“António Costa disse, e tão bem, que as pessoas em Portugal têm má memória das maiorias absolutas”","Catarina Martins, coordenadora do Bloco de Esquerda",1,https://www.publico.pt/2022/01/21/politica/noticia/portugueses-ma-memoria-maiorias-absolutas-frase-antonio-costa-catarina-martins-1992655
"“Não estou completamente certo, mas eu penso que um ministro hoje já não pode, durante um largo período de tempo, ir para empresas que tutelou.”",Rui Rio,1,https://www.publico.pt/2022/01/04/politica/noticia/ministro-nao-durante-largo-periodo-tempo-ir-empresas-tutelou-rui-rio-1990766
"Se existissem dúvidas de que a tecnologia está a mudar o sistema produtivo em Portugal, no ano de 2015 as nossas empresas tecnológicas valiam 1% do PIB, em 2021 passaram a valer 18% do PIB, 37 mil milhões de euros.","António Costa Silva, ministro da Economia e do Mar, Parlamento, 27 de Outubro de 2022",1,https://www.publico.pt/2022/10/29/economia/noticia/sector-tecnologico-portugues-vale-18-produto-interno-bruto-2025638
O valor é alto – mas é conducente com os valores pagos naquela empresa – tal como aconteceu na Caixa Geral de Depósitos (CGD) onde pagaram 1 milhão de euros a um administrador e 750 mil euros a outro,"Pedro Nuno Santos, ex-ministro das Infra-Estruturas",1,https://www.publico.pt/2023/06/15/economia/noticia/cgd-pagaram-milhao-euros-exadministrador-750-mil-euros-pedro-nuno-santos-2053457
“Então os senhores há menos de um ano votaram contra uma proposta deste Parlamento para reduzir as portagens e agora querem circular sem pagar? O PS é que não quis abolir portagens.”,"Carlos Peixoto, deputado do PSD, a 13 de Maio, no Parlamento",1,https://www.publico.pt/2021/05/17/politica/noticia/ps-votou-ha-menos-ano-reducao-preco-portagens-1962640
"Caso não ocorra qualquer demissão, passará a ocorrer um facto inédito em toda a democracia portuguesa: a direcção do Sistema de Informações da República Portuguesa (SIRP) deixará de ter a confiança do maior partido da oposição","Luís Montenegro, presidente do PSD",1,https://www.publico.pt/2023/06/09/politica/noticia/inedito-sirp-deixar-confianca-maior-partido-oposicao-2052775
"“Em termos jurídicos, tenho apenas uma condenação simples. Apenas uma. E essa condenação, ainda assim, está em apelo por um co-réu no Tribunal Constitucional. O que poderia significar, quase por absurdo, que se esse apelo do co-réu tivesse êxito, eu na verdade não teria neste momento qualquer condenação transitada em julgado”","João Rendeiro, ex-presidente do BPP, à CNN Portugal",0,https://www.publico.pt/2021/11/23/sociedade/noticia/joao-rendeiro-so-condenacao-simples-nao-nenhuma-condenacao-transitada-julgado-1986074
“A seguir vou comprar a Coca-Cola para pôr-lhe cocaína outra vez.”,"Elon Musk, líder da Tesla e da SpaceX",1,https://www.publico.pt/2022/04/29/ciencia/noticia/cocacola-ja-cocaina-elon-musk-2004284
"Segundo o PSD, o transporte de órgãos para transplante está a ser feito por carros normais de patrulha, mais lentos e menos seguros. A GNR confirma que a viatura em causa está para reparação, mas desmente que esta situação esteja a pôr em causa o transporte de órgãos.",NONE,1,https://www.publico.pt/2021/08/06/sociedade/noticia/viatura-altacilindrada-gnr-parada-ha-cinco-meses-oficina-transporte-orgaos-forma-lenta-menos-segura-1973323
"“Disse várias vezes que, seguramente, a seguir ao Natal nós iríamos ter maiores dificuldades.”","António Costa, primeiro-ministro, no programa Circulatura do Quadrado, TVI, 27 de Janeiro",1,https://www.publico.pt/2021/01/28/politica/noticia/sim-antonio-costa-ja-avisado-situacao-piorar-seguir-natal-1948341
"O Papa mudou de traje e agora usa um casaco puffer.
Uma fotografia do Papa Francisco num casaco puffer branco ficou viral nas redes sociais no fim-de-semana passado. Os internautas ficaram fascinados com os novos trajes do pontífice de 86 anos – até ter chegado a desilusão porque afinal era falsa e tinha sido gerada com Inteligência Artificial (IA).
Fizeram piadas, outras montagens e rapidamente concluíram que afinal o Papa não tinha mudado de roupa – era só mais uma demonstração do potencial da IA.",redes sociais,0,https://www.publico.pt/2023/03/28/impar/noticia/papa-mudou-traje-usa-casaco-puffer-2044100
"""Quando a procura cai, o que se deve fazer é tentar baixar o preço para vender mais. A Apetro diz que tem de aumentar o preço porque baixou o consumo""",João Pedro Matos Fernandes,1,https://www.publico.pt/2021/07/15/economia/noticia/empresas-petroliferas-aumentam-preco-combustiveis-procura-baixa-1970480
"“Não foi sequer o PS que chumbou os candidatos do Chega, foram mais de 80% dos deputados da Assembleia da República. Acho que é evidente que há forças democráticas que percebem que nas instituições, sempre que puderem, não deixarão passar interlocutores que são xenófobos, racistas, e antissistema democrático.”","Eurico Brilhante Dias, líder parlamentar socialista, em entrevista ao Diário de Notícias",1,https://www.publico.pt/2022/04/01/politica/noticia/vicepresidentes-chega-chumbados-80-parlamento-2000986
“O PSD votou sempre ao lado das moções de censura do CDS.”,"André Ventura, presidente e deputado do Chega",0,https://www.publico.pt/2022/07/08/politica/noticia/psd-votou-favor-mocoes-censura-cds-andre-ventura-2012933
"Temos dezenas de bicicletas que não podem ser vendidas devido a pequenos arranhões. Como ainda estão em bom estado, decidimos entregá-lo a todos que o compartilharam e escreveram “feito”. Antes de 15 de Agosto.","O anúncio do passatempo foi feito esta sexta-feira numa página do Facebook, intitulada Decathlon Fans.",0,https://www.publico.pt/2022/08/12/economia/noticia/decathlon-oferecer-bicicletas-arranhoes-le-facebook-2017053
"Este aumento [de pensões] não é aumento nenhum. É apenas uma devolução às pessoas daquele corte que António Costa fez no ano passado.Luís Montenegro, presidente do PSD",O contexto,1,https://www.publico.pt/2023/06/30/politica/noticia/aumento-intercalar-pensoes-devolucao-daquilo-ja-pago-2055302
"“Vou ler, vou interiorizar e não vou comentar porque eu nunca comento antigos Presidentes da República nem futuros Presidentes da República”.","Marcelo Rebelo de Sousa, Presidente da República",0,https://www.publico.pt/2022/06/03/politica/listicle/marcelo-fez-comentarios-antigos-presidentes-republica-2008791
“O último estudo é de 2019 e aponta para quase 30% das crianças com excesso de peso e obesidade. Vai ser publicado em breve o novo relatório e eu estou com receio de que os números sejam ainda piores porque houve a pandemia pelo meio. E na pandemia as crianças aumentaram bastante de peso.”,"Ana Vieira, nutricionista, em entrevista ao Expresso",1,https://www.publico.pt/2023/01/13/sociedade/noticia/tres-criancas-portuguesas-excesso-peso-2034977
Há milhares de emigrantes portugueses na Europa que voltaram a não receber a documentação necessária para votar na repetição das eleições.,Rui Rio,1,https://www.publico.pt/2022/03/18/politica/noticia/milhares-portugueses-emigrantes-europa-nao-receberam-boletim-voto-eleicoes-1999357
"México. Vídeo de avião a ser atingido nos confrontos com cartel de Sinaloa é verdadeiro.
This not Iraq or Afghanistan but Culiacán, Mexico today ?? pic.twitter.com/PGXP0GKZHE
O vídeo em questão foi partilhado em fóruns online ​e no Twitter, atingindo mais de 500 mil visualizações, além de ser divulgado pelo tablóide sérvio Kurir.",twitter,0,https://www.publico.pt/2023/01/06/mundo/noticia/mexicovideo-aviao-atingido-confrontos-cartel-sinaloa-verdadeiro-2034116
"“O XXIII Congresso Nacional do Partido Socialista vai realizar-se de forma presencial, a 28 e 29 de Agosto, na Portimão Arena, no Algarve. A decisão, aprovada por unanimidade, foi anunciada esta terça-feira pela COC – Comissão Organizadora do Congresso”. Comunicado da COC, de 11-8-2021",NONE,0,https://www.publico.pt/2021/08/14/politica/noticia/unanimidade-ps-realizacao-congresso-28-29-mes-1974016
“A ajuda pública estimada até 2024 [para a TAP] terá um impacto positivo na economia cerca de duas a três vezes superior até 2030”.,"Miguel Frasquilho, presidente do conselho de administração da TAP, no Parlamento, 23 de Fevereiro",1,https://www.publico.pt/2021/02/27/economia/noticia/ajuda-publica-tap-podera-impacto-positivo-economia-cerca-duas-tres-vezes-superior-ate-2030-1952292
"Wow! Parece que antes de ser despedido, um funcionário do Twitter terá suspendido a conta do Elon Musk",twitter,0,https://www.publico.pt/2022/11/08/tecnologia/noticia/prova-factos-conta-elon-musk-suspensa-twitter-apos-despedimentos-2026972
"Nova lei “não proíbe a entrada a menores, que podem continuar a frequentar os espectáculos [tauromáquicos] (…) O que foi aprovado é uma alteração de classificação etária, e não uma proibição de acesso de menores”.","Secretário-geral da Protoiro, a Federação Portuguesa de Tauromaquia",0,https://www.publico.pt/2021/10/20/sociedade/noticia/nova-lei-nao-proibe-entrada-menores-espectaculos-tauromaquicos-1981888
"Os senhores [vigilantes] vieram aqui depor e já estão a ser constituídos arguidos num processo porque o senhor Duarte Laja [inspector do SEF, arguido] já foi notificado para prestar declarações nesse processo. E esse processo não tem que ver com o processo que foi instaurado aqui [pelos advogados, por falsas declarações].","Ricardo Serrano Vieira, advogado    ",0,https://www.publico.pt/2021/04/14/sociedade/noticia/segurancas-prestibel-arguidos-causa-morte-ihor-1958504
"“A Xiaomi está a vender o resto da Mi Electric Scooter por €1,99 devido ao lançamento de uma nova versão.”",Página “Authorized Reseller” no Facebook,0,https://www.publico.pt/2022/02/10/tecnologia/noticia/xiaomi-vender-trotinetes-menos-dois-euros-facebook-1995051
"Os apoios que eram para chegar no início de Setembro chegaram hoje de manhã, na data limite","José Gouveia, presidente da Associação Nacional de Discotecas, no dia 30 de Setembro",0,https://www.publico.pt/2021/10/01/politica/noticia/apoios-bares-discotecas-chegaram-ultimo-dia-prazo-1979581
"“Foi na envolvente dos Passadiços do Paiva, junto à cascata das Aguieiras, que nasceu a 516 Arouca, mais uma obra singular que faz da região uma referência global. A maior ponte pedonal suspensa do mundo liga as duas margens, 175 metros acima do rio Paiva.”",Site oficial da ponte 516 Arouca,0,https://www.publico.pt/2021/05/06/local/noticia/maior-ponte-suspensa-mundo-arouca-1961354
Qual é a pegada ecológica da ida do Mário Ferreira ao espaço? Quais são os custos para o planeta das viagens turísticas ao espaço destes milionários? 75 toneladas (t) de CO2 por tripulante.,"​Esta questão levantada na rede social Twitter suscitou algumas respostas contrárias, incluindo a afirmação de que cada passageiro custa 75 toneladas de dióxido de carbono (CO2)​.",0,https://www.publico.pt/2022/08/08/ciencia/noticia/viagem-mario-ferreira-espaco-gastou-75-toneladas-co2-tripulante-twitter-2016497
"“Tenho pena que o Presidente da República tenha ido ao Qatar e nunca a Odemira. Em Portugal, não há falta de questões de direitos humanos para onde olhar”","Ana Gomes, ex-eurodeputada do PS",1,https://www.publico.pt/2022/12/02/politica/noticia/marcelo-qatar-tempo-ir-odemira-2029962
"[Há dois anos, a vontade da Iniciativa Liberal em relação à posição a ocupar no hemiciclo] “nem foi considerada e foi dado como facto consumado”",Fonte oficial da IL à agência Lusa,1,https://www.publico.pt/2022/02/11/politica/noticia/iniciativa-liberal-ja-pedido-sentar-centro-hemiciclo-ha-dois-anos-1995184
"“Os tradutores e intérpretes [afegãos] que trabalharam connosco têm o direito de trazer uma esposa, no caso de haver mais do que uma, como acontece, por vezes, no Afeganistão”João Gomes Cravinho",O contexto,1,https://www.publico.pt/2021/08/28/politica/noticia/refugiados-afegaos-podem-trazer-esposa-1975481
"“Quando dizíamos que para limitar contágios, o que tínhamos era a direita parlamentar a querer abrir restaurantes à tarde e comércio ao fim de semana (…) A alternativa não estava no que dizia o dr. Rui Rio de ter restaurantes abertos”.","Ministro da Administração Interna, Eduardo Cabrita, Assembleia da República, 13 de Janeiro",0,https://www.publico.pt/2021/01/16/politica/noticia/rui-rio-defendeu-abertura-restaurantes-13h-finsdesemana-1946516
"“Convido a ver as declarações que o líder da oposição [Rui Rio] fez. Ainda no início da semana passada, a discussão era que os restaurantes não devem fechar à uma”.","Primeiro-ministro António Costa, TVI, 14 de Janeiro",0,https://www.publico.pt/2021/01/16/politica/noticia/rui-rio-defendeu-abertura-restaurantes-13h-finsdesemana-1946516
"“Nesta terceira vaga conseguimos trazer com grande sacrifício, determinação e persistência, de dias em que chegámos a ser os piores do mundo para a situação em que hoje nos encontramos, em que no espaço europeu só a Islândia está melhor que Portugal”.",O contexto,1,https://www.publico.pt/2021/04/02/politica/noticia/so-islandia-melhor-portugal-indicadores-controlo-pandemia-1956932
“Um dos objectivos do programa eleitoral do PSD é revogar a Lei de Bases da Saúde.”,"António Costa, no domingo, na SIC, durante o frente-a-frente com o líder do CDS, Francisco Rodrigues dos Santos",1,https://www.publico.pt/2022/01/10/politica/noticia/psd-promete-programa-eleitoral-revogar-recente-lei-bases-saude-1991335
The fake “arrest” of Greta Thunberg in Germany today. It's all a theater ??pic.twitter.com/7PbwgURHF5— Dr.," Eli David (@DrEliDavid) January 17, 2023",0,https://www.publico.pt/2023/01/26/azul/noticia/detencao-greta-thunberg-durante-protesto-alemanha-encenada-2036499
"Há muitos anos que o Regime Geral de Urbanização e de Edificação prevê a posse administrativa para efeitos de reabilitação e até o arrendamento forçado. Mais recentemente, a lei número 31 de 2014 (...) diz o seguinte: os edifícios e as fracções autónomas objecto de acção de reabilitação podem ser sujeitos a arrendamento forçado nos casos e nos termos previstos na lei. E, devo dizer-lhe, este diploma de 2014 foi assinado não por três marxistas ignorantes, mas por três pessoas sábias e creio que nenhuma delas marxista. Foi assinado, em primeiro lugar, pela presidente da Assembleia da República de então, Maria Assunção Esteves, uma pessoa sábia e duvido que marxista. Foi promulgado pelo professor doutor Aníbal Cavaco Silva, sábio dos sábios e, creio, seria uma enorme injustiça dar-lhe qualquer veleidade de marxista. E, finalmente, foi referendado pelo não menos sábio Pedro Passos Coelho, que, seguramente, não é marxista.","Primeiro-ministro, António Costa, em debate na Assembleia da República, a 22 de Março",1,https://www.publico.pt/2023/03/24/economia/noticia/arrendamento-forcado-ja-existe-ha-anos-costa-2043680
"“Aliás, se olharmos para aquilo que é o estudo do SICAD [Serviço de Intervenção nos Comportamentos Adictivos e Substâncias], que é o organismo público que tem responsabilidade de olhar para este assunto, no universo mais vasto dos jogos a dinheiro, a raspadinha é a que representa a taxa mais baixa do jogo patológico, curiosamente.”","Edmundo Martinho, provedor da Santa Casa de Misericórdia",1,https://www.publico.pt/2021/06/22/sociedade/noticia/raspadinha-representa-taxa-baixa-jogo-patologico-1967375
